,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_kNN\Warriner7000\Warriner_7000_10_FastText_historicalVAD.tsv,0.7383,0.0,0.7918,0.0,0.341,0.0337,0.6237
stable_words\FastText_kNN\Warriner7000\Warriner_7000_11_FastText_historicalVAD.tsv,0.708,0.0,0.7147,0.0,0.3122,0.053,0.5783
stable_words\FastText_kNN\Warriner7000\Warriner_7000_12_FastText_historicalVAD.tsv,0.7452,0.0,0.7075,0.0,0.3728,0.0194,0.6085
stable_words\FastText_kNN\Warriner7000\Warriner_7000_13_FastText_historicalVAD.tsv,0.7904,0.0,0.7611,0.0,0.3954,0.0127,0.649
stable_words\FastText_kNN\Warriner7000\Warriner_7000_14_FastText_historicalVAD.tsv,0.7631,0.0,0.701,0.0,0.3941,0.013,0.6194
stable_words\FastText_kNN\Warriner7000\Warriner_7000_15_FastText_historicalVAD.tsv,0.7969,0.0,0.7335,0.0,0.4282,0.0065,0.6529
stable_words\FastText_kNN\Warriner7000\Warriner_7000_16_FastText_historicalVAD.tsv,0.8132,0.0,0.7976,0.0,0.419,0.0079,0.6766
stable_words\FastText_kNN\Warriner7000\Warriner_7000_17_FastText_historicalVAD.tsv,0.7863,0.0,0.7593,0.0,0.3765,0.0181,0.6407
stable_words\FastText_kNN\Warriner7000\Warriner_7000_18_FastText_historicalVAD.tsv,0.7744,0.0,0.7333,0.0,0.3728,0.0194,0.6268
stable_words\FastText_kNN\Warriner7000\Warriner_7000_19_FastText_historicalVAD.tsv,0.7469,0.0,0.7245,0.0,0.3753,0.0186,0.6155
stable_words\FastText_kNN\Warriner7000\Warriner_7000_1_FastText_historicalVAD.tsv,0.767,0.0,0.7526,0.0,0.3686,0.0209,0.6294
stable_words\FastText_kNN\Warriner7000\Warriner_7000_20_FastText_historicalVAD.tsv,0.7626,0.0,0.758,0.0,0.3745,0.0188,0.6317
stable_words\FastText_kNN\Warriner7000\Warriner_7000_21_FastText_historicalVAD.tsv,0.7925,0.0,0.7336,0.0,0.4277,0.0066,0.6512
stable_words\FastText_kNN\Warriner7000\Warriner_7000_22_FastText_historicalVAD.tsv,0.7549,0.0,0.7071,0.0,0.3744,0.0188,0.6122
stable_words\FastText_kNN\Warriner7000\Warriner_7000_23_FastText_historicalVAD.tsv,0.7797,0.0,0.7276,0.0,0.4169,0.0083,0.6414
stable_words\FastText_kNN\Warriner7000\Warriner_7000_24_FastText_historicalVAD.tsv,0.7612,0.0,0.7103,0.0,0.37,0.0204,0.6138
stable_words\FastText_kNN\Warriner7000\Warriner_7000_25_FastText_historicalVAD.tsv,0.7715,0.0,0.791,0.0,0.3774,0.0178,0.6466
stable_words\FastText_kNN\Warriner7000\Warriner_7000_26_FastText_historicalVAD.tsv,0.7781,0.0,0.7775,0.0,0.414,0.0088,0.6565
stable_words\FastText_kNN\Warriner7000\Warriner_7000_27_FastText_historicalVAD.tsv,0.7884,0.0,0.768,0.0,0.3992,0.0118,0.6519
stable_words\FastText_kNN\Warriner7000\Warriner_7000_28_FastText_historicalVAD.tsv,0.7562,0.0,0.743,0.0,0.3344,0.0375,0.6112
stable_words\FastText_kNN\Warriner7000\Warriner_7000_29_FastText_historicalVAD.tsv,0.7498,0.0,0.7031,0.0,0.3636,0.0229,0.6055
stable_words\FastText_kNN\Warriner7000\Warriner_7000_2_FastText_historicalVAD.tsv,0.7861,0.0,0.7622,0.0,0.385,0.0155,0.6444
stable_words\FastText_kNN\Warriner7000\Warriner_7000_30_FastText_historicalVAD.tsv,0.7706,0.0,0.7684,0.0,0.3697,0.0205,0.6362
stable_words\FastText_kNN\Warriner7000\Warriner_7000_31_FastText_historicalVAD.tsv,0.7417,0.0,0.7233,0.0,0.3734,0.0192,0.6128
stable_words\FastText_kNN\Warriner7000\Warriner_7000_32_FastText_historicalVAD.tsv,0.7509,0.0,0.7078,0.0,0.3305,0.0399,0.5964
stable_words\FastText_kNN\Warriner7000\Warriner_7000_33_FastText_historicalVAD.tsv,0.7814,0.0,0.6957,0.0,0.403,0.011,0.6267
stable_words\FastText_kNN\Warriner7000\Warriner_7000_34_FastText_historicalVAD.tsv,0.7762,0.0,0.78,0.0,0.4038,0.0108,0.6534
stable_words\FastText_kNN\Warriner7000\Warriner_7000_35_FastText_historicalVAD.tsv,0.7646,0.0,0.7084,0.0,0.3468,0.0305,0.6066
stable_words\FastText_kNN\Warriner7000\Warriner_7000_36_FastText_historicalVAD.tsv,0.7706,0.0,0.714,0.0,0.3594,0.0246,0.6146
stable_words\FastText_kNN\Warriner7000\Warriner_7000_37_FastText_historicalVAD.tsv,0.739,0.0,0.6694,0.0,0.3143,0.0513,0.5742
stable_words\FastText_kNN\Warriner7000\Warriner_7000_38_FastText_historicalVAD.tsv,0.7566,0.0,0.7892,0.0,0.3452,0.0314,0.6303
stable_words\FastText_kNN\Warriner7000\Warriner_7000_39_FastText_historicalVAD.tsv,0.7535,0.0,0.7257,0.0,0.3966,0.0124,0.6253
stable_words\FastText_kNN\Warriner7000\Warriner_7000_3_FastText_historicalVAD.tsv,0.7597,0.0,0.7266,0.0,0.3797,0.0171,0.622
stable_words\FastText_kNN\Warriner7000\Warriner_7000_40_FastText_historicalVAD.tsv,0.7237,0.0,0.7357,0.0,0.3157,0.0502,0.5917
stable_words\FastText_kNN\Warriner7000\Warriner_7000_41_FastText_historicalVAD.tsv,0.7598,0.0,0.7301,0.0,0.3649,0.0224,0.6183
stable_words\FastText_kNN\Warriner7000\Warriner_7000_42_FastText_historicalVAD.tsv,0.7562,0.0,0.7557,0.0,0.4064,0.0103,0.6394
stable_words\FastText_kNN\Warriner7000\Warriner_7000_43_FastText_historicalVAD.tsv,0.7916,0.0,0.7447,0.0,0.4067,0.0102,0.6477
stable_words\FastText_kNN\Warriner7000\Warriner_7000_44_FastText_historicalVAD.tsv,0.7742,0.0,0.6678,0.0,0.3887,0.0145,0.6102
stable_words\FastText_kNN\Warriner7000\Warriner_7000_45_FastText_historicalVAD.tsv,0.7778,0.0,0.703,0.0,0.4065,0.0102,0.6291
stable_words\FastText_kNN\Warriner7000\Warriner_7000_46_FastText_historicalVAD.tsv,0.7541,0.0,0.731,0.0,0.3655,0.0221,0.6169
stable_words\FastText_kNN\Warriner7000\Warriner_7000_47_FastText_historicalVAD.tsv,0.762,0.0,0.7634,0.0,0.3699,0.0205,0.6318
stable_words\FastText_kNN\Warriner7000\Warriner_7000_48_FastText_historicalVAD.tsv,0.7639,0.0,0.7528,0.0,0.3532,0.0274,0.6233
stable_words\FastText_kNN\Warriner7000\Warriner_7000_49_FastText_historicalVAD.tsv,0.7579,0.0,0.7308,0.0,0.3589,0.0248,0.6159
stable_words\FastText_kNN\Warriner7000\Warriner_7000_4_FastText_historicalVAD.tsv,0.7979,0.0,0.7443,0.0,0.4184,0.008,0.6535
stable_words\FastText_kNN\Warriner7000\Warriner_7000_50_FastText_historicalVAD.tsv,0.7694,0.0,0.7361,0.0,0.3465,0.0307,0.6173
stable_words\FastText_kNN\Warriner7000\Warriner_7000_5_FastText_historicalVAD.tsv,0.79,0.0,0.7157,0.0,0.4424,0.0048,0.6494
stable_words\FastText_kNN\Warriner7000\Warriner_7000_6_FastText_historicalVAD.tsv,0.7909,0.0,0.7318,0.0,0.331,0.0395,0.6179
stable_words\FastText_kNN\Warriner7000\Warriner_7000_7_FastText_historicalVAD.tsv,0.7283,0.0,0.7226,0.0,0.3242,0.0441,0.5917
stable_words\FastText_kNN\Warriner7000\Warriner_7000_8_FastText_historicalVAD.tsv,0.7584,0.0,0.738,0.0,0.39,0.0141,0.6288
stable_words\FastText_kNN\Warriner7000\Warriner_7000_9_FastText_historicalVAD.tsv,0.7489,0.0,0.7363,0.0,0.3533,0.0274,0.6128
Mean,0.7656099999999999,0.0,0.736132,0.0,0.375152,0.021206,0.625628
