,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_23_SGNS_historicalVAD.tsv,0.7697,0.0,0.5342,0.0006,0.0782,0.6406,0.4607
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_24_SGNS_historicalVAD.tsv,0.7653,0.0,0.5356,0.0005,0.0716,0.6693,0.4575
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_25_SGNS_historicalVAD.tsv,0.7664,0.0,0.5349,0.0005,0.0738,0.6599,0.4584
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_26_SGNS_historicalVAD.tsv,0.7677,0.0,0.5368,0.0005,0.0774,0.644,0.4606
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_27_SGNS_historicalVAD.tsv,0.7681,0.0,0.5342,0.0006,0.074,0.6587,0.4588
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_28_SGNS_historicalVAD.tsv,0.7676,0.0,0.5338,0.0006,0.0698,0.6773,0.457
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_29_SGNS_historicalVAD.tsv,0.7645,0.0,0.5363,0.0005,0.0751,0.6539,0.4587
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_2_SGNS_historicalVAD.tsv,0.7689,0.0,0.5352,0.0005,0.0687,0.6821,0.4576
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_30_SGNS_historicalVAD.tsv,0.7669,0.0,0.5317,0.0006,0.073,0.663,0.4572
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_31_SGNS_historicalVAD.tsv,0.7654,0.0,0.5313,0.0006,0.0718,0.6684,0.4562
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_32_SGNS_historicalVAD.tsv,0.7683,0.0,0.533,0.0006,0.0697,0.6776,0.457
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_33_SGNS_historicalVAD.tsv,0.7693,0.0,0.5343,0.0006,0.0707,0.6731,0.4581
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_34_SGNS_historicalVAD.tsv,0.7677,0.0,0.533,0.0006,0.0742,0.6582,0.4583
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_35_SGNS_historicalVAD.tsv,0.767,0.0,0.5303,0.0006,0.0737,0.6602,0.457
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_36_SGNS_historicalVAD.tsv,0.7699,0.0,0.5317,0.0006,0.0688,0.6813,0.4568
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_37_SGNS_historicalVAD.tsv,0.7657,0.0,0.5325,0.0006,0.0701,0.6758,0.4561
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_38_SGNS_historicalVAD.tsv,0.7683,0.0,0.5304,0.0006,0.076,0.6503,0.4582
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_39_SGNS_historicalVAD.tsv,0.7643,0.0,0.5321,0.0006,0.0697,0.6774,0.4554
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_3_SGNS_historicalVAD.tsv,0.7687,0.0,0.53,0.0006,0.0644,0.7007,0.4544
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_40_SGNS_historicalVAD.tsv,0.7669,0.0,0.5343,0.0005,0.0739,0.6594,0.4584
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_41_SGNS_historicalVAD.tsv,0.768,0.0,0.5313,0.0006,0.0725,0.6655,0.4573
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_42_SGNS_historicalVAD.tsv,0.7681,0.0,0.535,0.0005,0.0786,0.6391,0.4605
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_43_SGNS_historicalVAD.tsv,0.7674,0.0,0.531,0.0006,0.0725,0.6652,0.457
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_44_SGNS_historicalVAD.tsv,0.7698,0.0,0.5305,0.0006,0.0745,0.6568,0.4582
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_45_SGNS_historicalVAD.tsv,0.7667,0.0,0.5339,0.0006,0.0725,0.6652,0.4577
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_46_SGNS_historicalVAD.tsv,0.7677,0.0,0.533,0.0006,0.0729,0.6637,0.4578
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_47_SGNS_historicalVAD.tsv,0.7703,0.0,0.5302,0.0006,0.0732,0.6623,0.4579
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_48_SGNS_historicalVAD.tsv,0.7661,0.0,0.533,0.0006,0.0794,0.6355,0.4595
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_49_SGNS_historicalVAD.tsv,0.7668,0.0,0.5344,0.0005,0.0661,0.6934,0.4558
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_4_SGNS_historicalVAD.tsv,0.7641,0.0,0.5336,0.0006,0.0727,0.6645,0.4568
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_50_SGNS_historicalVAD.tsv,0.7688,0.0,0.5362,0.0005,0.0719,0.6679,0.459
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_5_SGNS_historicalVAD.tsv,0.7702,0.0,0.5354,0.0005,0.0746,0.6564,0.46
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_6_SGNS_historicalVAD.tsv,0.7657,0.0,0.5354,0.0005,0.0791,0.6368,0.4601
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_7_SGNS_historicalVAD.tsv,0.77,0.0,0.5342,0.0006,0.0653,0.6969,0.4565
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_8_SGNS_historicalVAD.tsv,0.7654,0.0,0.5327,0.0006,0.0665,0.6916,0.4549
stable_words\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_9_SGNS_historicalVAD.tsv,0.7642,0.0,0.5319,0.0006,0.0705,0.6741,0.4555
Mean,0.76741,0.0,0.53327,0.00057,0.07245,0.665606,0.45770999999999995
