,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_22_SGNS_historicalVAD.tsv,0.8755,0.0,0.4317,0.0068,0.5308,0.0006,0.6127
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_23_SGNS_historicalVAD.tsv,0.8835,0.0,0.4781,0.0024,0.5858,0.0001,0.6491
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_24_SGNS_historicalVAD.tsv,0.8816,0.0,0.4718,0.0028,0.5298,0.0006,0.6277
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_25_SGNS_historicalVAD.tsv,0.8937,0.0,0.4139,0.0098,0.531,0.0006,0.6129
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_26_SGNS_historicalVAD.tsv,0.8789,0.0,0.4323,0.0067,0.4857,0.002,0.599
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_27_SGNS_historicalVAD.tsv,0.8856,0.0,0.4453,0.0051,0.5157,0.0009,0.6156
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_28_SGNS_historicalVAD.tsv,0.8895,0.0,0.4785,0.0024,0.561,0.0002,0.643
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_29_SGNS_historicalVAD.tsv,0.8857,0.0,0.4835,0.0021,0.5492,0.0004,0.6395
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_2_SGNS_historicalVAD.tsv,0.8706,0.0,0.4735,0.0027,0.5302,0.0006,0.6248
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_30_SGNS_historicalVAD.tsv,0.8862,0.0,0.4802,0.0023,0.5431,0.0004,0.6365
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_31_SGNS_historicalVAD.tsv,0.8868,0.0,0.4373,0.006,0.5317,0.0006,0.6186
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_32_SGNS_historicalVAD.tsv,0.8942,0.0,0.4461,0.005,0.5894,0.0001,0.6432
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_33_SGNS_historicalVAD.tsv,0.8874,0.0,0.4693,0.003,0.5393,0.0005,0.632
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_34_SGNS_historicalVAD.tsv,0.8965,0.0,0.4458,0.005,0.5145,0.001,0.6189
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_35_SGNS_historicalVAD.tsv,0.8835,0.0,0.4885,0.0019,0.5432,0.0004,0.6384
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_36_SGNS_historicalVAD.tsv,0.8929,0.0,0.4858,0.002,0.5622,0.0002,0.647
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_37_SGNS_historicalVAD.tsv,0.8812,0.0,0.4826,0.0022,0.4824,0.0022,0.6154
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_38_SGNS_historicalVAD.tsv,0.8816,0.0,0.439,0.0058,0.521,0.0008,0.6139
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_39_SGNS_historicalVAD.tsv,0.8799,0.0,0.4515,0.0044,0.5148,0.0009,0.6154
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_3_SGNS_historicalVAD.tsv,0.8699,0.0,0.4501,0.0046,0.4802,0.0023,0.6001
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_40_SGNS_historicalVAD.tsv,0.8862,0.0,0.4396,0.0058,0.4747,0.0026,0.6002
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_41_SGNS_historicalVAD.tsv,0.8934,0.0,0.485,0.002,0.4926,0.0017,0.6237
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_42_SGNS_historicalVAD.tsv,0.8925,0.0,0.4473,0.0049,0.5239,0.0007,0.6212
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_43_SGNS_historicalVAD.tsv,0.8826,0.0,0.4605,0.0036,0.5225,0.0008,0.6219
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_44_SGNS_historicalVAD.tsv,0.8794,0.0,0.4465,0.005,0.5111,0.001,0.6123
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_45_SGNS_historicalVAD.tsv,0.9002,0.0,0.4655,0.0032,0.5511,0.0003,0.6389
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_46_SGNS_historicalVAD.tsv,0.8855,0.0,0.441,0.0056,0.5175,0.0009,0.6147
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_47_SGNS_historicalVAD.tsv,0.8921,0.0,0.4409,0.0056,0.5002,0.0014,0.6111
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_48_SGNS_historicalVAD.tsv,0.8803,0.0,0.4914,0.0017,0.5509,0.0003,0.6408
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_49_SGNS_historicalVAD.tsv,0.877,0.0,0.4631,0.0034,0.4907,0.0018,0.6103
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_4_SGNS_historicalVAD.tsv,0.8908,0.0,0.4985,0.0014,0.5164,0.0009,0.6353
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_50_SGNS_historicalVAD.tsv,0.8909,0.0,0.4613,0.0036,0.5423,0.0004,0.6315
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_5_SGNS_historicalVAD.tsv,0.8798,0.0,0.4468,0.0049,0.5357,0.0005,0.6207
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_6_SGNS_historicalVAD.tsv,0.8887,0.0,0.4885,0.0019,0.5756,0.0002,0.6509
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_7_SGNS_historicalVAD.tsv,0.8844,0.0,0.4881,0.0019,0.5299,0.0006,0.6341
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_8_SGNS_historicalVAD.tsv,0.8945,0.0,0.4677,0.0031,0.5161,0.0009,0.6261
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_9_SGNS_historicalVAD.tsv,0.89,0.0,0.4664,0.0032,0.5018,0.0013,0.6194
Mean,0.8854860000000001,0.0,0.46334200000000003,0.00373,0.530182,0.00078,0.626348
