,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_10_SGNS_historicalVAD.tsv,0.8805,0.0,0.5128,0.001,0.548,0.0004,0.6471
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_11_SGNS_historicalVAD.tsv,0.8758,0.0,0.471,0.0028,0.5247,0.0007,0.6238
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_12_SGNS_historicalVAD.tsv,0.8831,0.0,0.4611,0.0036,0.5245,0.0007,0.6229
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_13_SGNS_historicalVAD.tsv,0.898,0.0,0.4452,0.0051,0.5645,0.0002,0.6359
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_14_SGNS_historicalVAD.tsv,0.8632,0.0,0.4739,0.0027,0.5042,0.0012,0.6138
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_15_SGNS_historicalVAD.tsv,0.8911,0.0,0.4654,0.0032,0.5413,0.0004,0.6326
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_16_SGNS_historicalVAD.tsv,0.8922,0.0,0.4583,0.0038,0.5645,0.0002,0.6384
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_17_SGNS_historicalVAD.tsv,0.8929,0.0,0.4379,0.006,0.5458,0.0004,0.6256
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_18_SGNS_historicalVAD.tsv,0.8791,0.0,0.4502,0.0046,0.589,0.0001,0.6395
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_19_SGNS_historicalVAD.tsv,0.8923,0.0,0.4681,0.003,0.5418,0.0004,0.6341
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_1_SGNS_historicalVAD.tsv,0.8871,0.0,0.4831,0.0021,0.522,0.0008,0.6308
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_20_SGNS_historicalVAD.tsv,0.881,0.0,0.4768,0.0025,0.5456,0.0004,0.6345
stable_words\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_21_SGNS_historicalVAD.tsv,0.885,0.0,0.4804,0.0023,0.4992,0.0014,0.6216
