,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_kNN\Warriner2000\Warriner_2000_36_FastText_historicalVAD.tsv,0.7254,0.0,0.5735,0.0001,0.2941,0.0691,0.531
stable_words\FastText_kNN\Warriner2000\Warriner_2000_37_FastText_historicalVAD.tsv,0.736,0.0,0.6945,0.0,0.3621,0.0235,0.5975
stable_words\FastText_kNN\Warriner2000\Warriner_2000_38_FastText_historicalVAD.tsv,0.7798,0.0,0.6273,0.0,0.4699,0.0025,0.6257
stable_words\FastText_kNN\Warriner2000\Warriner_2000_39_FastText_historicalVAD.tsv,0.7504,0.0,0.6436,0.0,0.3524,0.0278,0.5822
stable_words\FastText_kNN\Warriner2000\Warriner_2000_3_FastText_historicalVAD.tsv,0.7539,0.0,0.5274,0.0006,0.4043,0.0107,0.5619
stable_words\FastText_kNN\Warriner2000\Warriner_2000_40_FastText_historicalVAD.tsv,0.6955,0.0,0.5785,0.0001,0.4374,0.0054,0.5704
stable_words\FastText_kNN\Warriner2000\Warriner_2000_41_FastText_historicalVAD.tsv,0.7569,0.0,0.7039,0.0,0.3764,0.0182,0.6124
stable_words\FastText_kNN\Warriner2000\Warriner_2000_42_FastText_historicalVAD.tsv,0.7624,0.0,0.5982,0.0001,0.4585,0.0033,0.6064
stable_words\FastText_kNN\Warriner2000\Warriner_2000_43_FastText_historicalVAD.tsv,0.7048,0.0,0.7265,0.0,0.3747,0.0188,0.602
stable_words\FastText_kNN\Warriner2000\Warriner_2000_44_FastText_historicalVAD.tsv,0.7273,0.0,0.6884,0.0,0.5312,0.0005,0.649
stable_words\FastText_kNN\Warriner2000\Warriner_2000_45_FastText_historicalVAD.tsv,0.7202,0.0,0.6193,0.0,0.3494,0.0292,0.563
stable_words\FastText_kNN\Warriner2000\Warriner_2000_46_FastText_historicalVAD.tsv,0.6869,0.0,0.7741,0.0,0.2327,0.1541,0.5645
stable_words\FastText_kNN\Warriner2000\Warriner_2000_47_FastText_historicalVAD.tsv,0.7002,0.0,0.569,0.0002,0.4335,0.0058,0.5676
stable_words\FastText_kNN\Warriner2000\Warriner_2000_48_FastText_historicalVAD.tsv,0.7645,0.0,0.6069,0.0,0.3556,0.0263,0.5757
stable_words\FastText_kNN\Warriner2000\Warriner_2000_49_FastText_historicalVAD.tsv,0.6977,0.0,0.5784,0.0001,0.4742,0.0023,0.5834
stable_words\FastText_kNN\Warriner2000\Warriner_2000_4_FastText_historicalVAD.tsv,0.8259,0.0,0.7074,0.0,0.4351,0.0056,0.6562
stable_words\FastText_kNN\Warriner2000\Warriner_2000_50_FastText_historicalVAD.tsv,0.7716,0.0,0.6662,0.0,0.3796,0.0172,0.6058
stable_words\FastText_kNN\Warriner2000\Warriner_2000_5_FastText_historicalVAD.tsv,0.6418,0.0,0.6153,0.0,0.4474,0.0043,0.5681
stable_words\FastText_kNN\Warriner2000\Warriner_2000_6_FastText_historicalVAD.tsv,0.7155,0.0,0.6683,0.0,0.3795,0.0172,0.5878
stable_words\FastText_kNN\Warriner2000\Warriner_2000_7_FastText_historicalVAD.tsv,0.7619,0.0,0.5471,0.0003,0.3927,0.0134,0.5672
stable_words\FastText_kNN\Warriner2000\Warriner_2000_8_FastText_historicalVAD.tsv,0.6433,0.0,0.5916,0.0001,0.4114,0.0093,0.5488
stable_words\FastText_kNN\Warriner2000\Warriner_2000_9_FastText_historicalVAD.tsv,0.788,0.0,0.7126,0.0,0.5007,0.0012,0.6671
Mean,0.7234119999999998,2e-06,0.636814,0.00020999999999999998,0.38953399999999994,0.027054000000000005,0.58325
