,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_21_SGNS_historicalVAD.tsv,0.7553,0.0,0.5228,0.0008,0.0719,0.6681,0.45
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_22_SGNS_historicalVAD.tsv,0.7795,0.0,0.5424,0.0004,0.0593,0.7234,0.4604
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_23_SGNS_historicalVAD.tsv,0.7625,0.0,0.5314,0.0006,0.0805,0.6309,0.4581
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_24_SGNS_historicalVAD.tsv,0.7615,0.0,0.5368,0.0005,0.0477,0.7761,0.4487
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_25_SGNS_historicalVAD.tsv,0.7551,0.0,0.5294,0.0006,0.0914,0.5852,0.4586
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_26_SGNS_historicalVAD.tsv,0.7582,0.0,0.5233,0.0007,0.0618,0.7126,0.4477
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_27_SGNS_historicalVAD.tsv,0.7608,0.0,0.5259,0.0007,0.068,0.6852,0.4515
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_28_SGNS_historicalVAD.tsv,0.7585,0.0,0.5501,0.0003,0.0649,0.6986,0.4578
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_29_SGNS_historicalVAD.tsv,0.7601,0.0,0.5323,0.0006,0.0668,0.6903,0.4531
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_2_SGNS_historicalVAD.tsv,0.7615,0.0,0.5317,0.0006,0.0787,0.6386,0.4573
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_30_SGNS_historicalVAD.tsv,0.7717,0.0,0.535,0.0005,0.0718,0.6685,0.4595
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_31_SGNS_historicalVAD.tsv,0.7668,0.0,0.539,0.0005,0.0544,0.7455,0.4534
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_32_SGNS_historicalVAD.tsv,0.7622,0.0,0.5409,0.0005,0.0695,0.6783,0.4575
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_33_SGNS_historicalVAD.tsv,0.7687,0.0,0.5362,0.0005,0.0803,0.6318,0.4618
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_34_SGNS_historicalVAD.tsv,0.7677,0.0,0.5352,0.0005,0.0772,0.6452,0.46
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_35_SGNS_historicalVAD.tsv,0.7666,0.0,0.535,0.0005,0.0637,0.7042,0.4551
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_36_SGNS_historicalVAD.tsv,0.7662,0.0,0.5423,0.0004,0.0754,0.6528,0.4613
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_37_SGNS_historicalVAD.tsv,0.7632,0.0,0.5372,0.0005,0.0746,0.6564,0.4583
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_38_SGNS_historicalVAD.tsv,0.7801,0.0,0.5415,0.0004,0.0685,0.683,0.4634
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_39_SGNS_historicalVAD.tsv,0.7578,0.0,0.5271,0.0007,0.0764,0.6485,0.4538
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_3_SGNS_historicalVAD.tsv,0.7741,0.0,0.5317,0.0006,0.061,0.7161,0.4556
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_40_SGNS_historicalVAD.tsv,0.7611,0.0,0.5392,0.0005,0.0613,0.7148,0.4538
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_41_SGNS_historicalVAD.tsv,0.7733,0.0,0.5252,0.0007,0.0833,0.6189,0.4606
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_42_SGNS_historicalVAD.tsv,0.7706,0.0,0.5325,0.0006,0.0655,0.696,0.4562
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_43_SGNS_historicalVAD.tsv,0.7675,0.0,0.5397,0.0005,0.076,0.6501,0.4611
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_44_SGNS_historicalVAD.tsv,0.7645,0.0,0.5255,0.0007,0.0845,0.6141,0.4582
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_45_SGNS_historicalVAD.tsv,0.7661,0.0,0.528,0.0007,0.1008,0.547,0.465
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_46_SGNS_historicalVAD.tsv,0.774,0.0,0.5343,0.0005,0.0571,0.7333,0.4551
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_47_SGNS_historicalVAD.tsv,0.759,0.0,0.5416,0.0004,0.0738,0.6598,0.4581
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_48_SGNS_historicalVAD.tsv,0.7692,0.0,0.5336,0.0006,0.0859,0.6082,0.4629
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_49_SGNS_historicalVAD.tsv,0.7588,0.0,0.535,0.0005,0.0866,0.6052,0.4601
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_4_SGNS_historicalVAD.tsv,0.7652,0.0,0.5373,0.0005,0.0935,0.5765,0.4654
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_50_SGNS_historicalVAD.tsv,0.7652,0.0,0.5483,0.0004,0.1117,0.5043,0.4751
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_5_SGNS_historicalVAD.tsv,0.763,0.0,0.531,0.0006,0.0637,0.7041,0.4526
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_6_SGNS_historicalVAD.tsv,0.7625,0.0,0.5353,0.0005,0.0704,0.6744,0.4561
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_7_SGNS_historicalVAD.tsv,0.7732,0.0,0.5247,0.0007,0.0879,0.5997,0.4619
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_8_SGNS_historicalVAD.tsv,0.7704,0.0,0.5286,0.0006,0.0775,0.6436,0.4588
stable_words\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_9_SGNS_historicalVAD.tsv,0.771,0.0,0.5352,0.0005,0.0756,0.6519,0.4606
Mean,0.7659560000000001,0.0,0.533776,0.000562,0.072546,0.6661739999999999,0.45742599999999994
