,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_kNN\Warriner5000\Warriner_5000_10_FastText_historicalVAD.tsv,0.7522,0.0,0.7251,0.0,0.3512,0.0284,0.6095
stable_words\FastText_kNN\Warriner5000\Warriner_5000_11_FastText_historicalVAD.tsv,0.7645,0.0,0.7361,0.0,0.3917,0.0137,0.6308
stable_words\FastText_kNN\Warriner5000\Warriner_5000_12_FastText_historicalVAD.tsv,0.773,0.0,0.6778,0.0,0.3389,0.0348,0.5966
stable_words\FastText_kNN\Warriner5000\Warriner_5000_13_FastText_historicalVAD.tsv,0.7794,0.0,0.7179,0.0,0.4409,0.005,0.6461
stable_words\FastText_kNN\Warriner5000\Warriner_5000_14_FastText_historicalVAD.tsv,0.7399,0.0,0.6969,0.0,0.2862,0.0774,0.5743
stable_words\FastText_kNN\Warriner5000\Warriner_5000_15_FastText_historicalVAD.tsv,0.7428,0.0,0.6813,0.0,0.3215,0.046,0.5818
stable_words\FastText_kNN\Warriner5000\Warriner_5000_16_FastText_historicalVAD.tsv,0.7626,0.0,0.7271,0.0,0.3443,0.0318,0.6114
stable_words\FastText_kNN\Warriner5000\Warriner_5000_17_FastText_historicalVAD.tsv,0.7549,0.0,0.7233,0.0,0.373,0.0193,0.6171
stable_words\FastText_kNN\Warriner5000\Warriner_5000_18_FastText_historicalVAD.tsv,0.746,0.0,0.6901,0.0,0.4047,0.0106,0.6136
stable_words\FastText_kNN\Warriner5000\Warriner_5000_19_FastText_historicalVAD.tsv,0.7739,0.0,0.713,0.0,0.4195,0.0079,0.6355
stable_words\FastText_kNN\Warriner5000\Warriner_5000_1_FastText_historicalVAD.tsv,0.748,0.0,0.6475,0.0,0.3489,0.0295,0.5815
stable_words\FastText_kNN\Warriner5000\Warriner_5000_20_FastText_historicalVAD.tsv,0.7768,0.0,0.7135,0.0,0.4127,0.009,0.6343
stable_words\FastText_kNN\Warriner5000\Warriner_5000_21_FastText_historicalVAD.tsv,0.7874,0.0,0.6759,0.0,0.3531,0.0275,0.6054
stable_words\FastText_kNN\Warriner5000\Warriner_5000_22_FastText_historicalVAD.tsv,0.8057,0.0,0.7321,0.0,0.3966,0.0124,0.6448
stable_words\FastText_kNN\Warriner5000\Warriner_5000_23_FastText_historicalVAD.tsv,0.7462,0.0,0.7559,0.0,0.3869,0.015,0.6296
stable_words\FastText_kNN\Warriner5000\Warriner_5000_24_FastText_historicalVAD.tsv,0.7654,0.0,0.6991,0.0,0.3785,0.0175,0.6143
stable_words\FastText_kNN\Warriner5000\Warriner_5000_25_FastText_historicalVAD.tsv,0.7417,0.0,0.7058,0.0,0.3653,0.0222,0.6043
stable_words\FastText_kNN\Warriner5000\Warriner_5000_26_FastText_historicalVAD.tsv,0.7601,0.0,0.709,0.0,0.3057,0.0584,0.5916
stable_words\FastText_kNN\Warriner5000\Warriner_5000_27_FastText_historicalVAD.tsv,0.7882,0.0,0.7241,0.0,0.413,0.009,0.6418
stable_words\FastText_kNN\Warriner5000\Warriner_5000_28_FastText_historicalVAD.tsv,0.745,0.0,0.7278,0.0,0.3075,0.0568,0.5935
stable_words\FastText_kNN\Warriner5000\Warriner_5000_29_FastText_historicalVAD.tsv,0.7781,0.0,0.7211,0.0,0.4027,0.011,0.634
stable_words\FastText_kNN\Warriner5000\Warriner_5000_2_FastText_historicalVAD.tsv,0.7235,0.0,0.7169,0.0,0.3266,0.0424,0.589
stable_words\FastText_kNN\Warriner5000\Warriner_5000_30_FastText_historicalVAD.tsv,0.7916,0.0,0.7585,0.0,0.392,0.0136,0.6473
stable_words\FastText_kNN\Warriner5000\Warriner_5000_31_FastText_historicalVAD.tsv,0.6847,0.0,0.6848,0.0,0.3822,0.0164,0.5839
stable_words\FastText_kNN\Warriner5000\Warriner_5000_32_FastText_historicalVAD.tsv,0.7562,0.0,0.7163,0.0,0.3357,0.0367,0.6028
stable_words\FastText_kNN\Warriner5000\Warriner_5000_33_FastText_historicalVAD.tsv,0.7476,0.0,0.7276,0.0,0.3404,0.034,0.6052
stable_words\FastText_kNN\Warriner5000\Warriner_5000_34_FastText_historicalVAD.tsv,0.7494,0.0,0.6305,0.0,0.3943,0.013,0.5914
stable_words\FastText_kNN\Warriner5000\Warriner_5000_35_FastText_historicalVAD.tsv,0.7651,0.0,0.7167,0.0,0.3792,0.0173,0.6203
