,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_kNN\Warriner5000\Warriner_5000_36_FastText_historicalVAD.tsv,0.7626,0.0,0.6881,0.0,0.2821,0.0819,0.5776
stable_words\FastText_kNN\Warriner5000\Warriner_5000_37_FastText_historicalVAD.tsv,0.7497,0.0,0.7009,0.0,0.3809,0.0168,0.6105
stable_words\FastText_kNN\Warriner5000\Warriner_5000_38_FastText_historicalVAD.tsv,0.7882,0.0,0.7423,0.0,0.3833,0.016,0.638
stable_words\FastText_kNN\Warriner5000\Warriner_5000_39_FastText_historicalVAD.tsv,0.7617,0.0,0.7586,0.0,0.3303,0.04,0.6169
stable_words\FastText_kNN\Warriner5000\Warriner_5000_3_FastText_historicalVAD.tsv,0.716,0.0,0.7427,0.0,0.3223,0.0454,0.5937
stable_words\FastText_kNN\Warriner5000\Warriner_5000_40_FastText_historicalVAD.tsv,0.7098,0.0,0.7056,0.0,0.3296,0.0405,0.5816
stable_words\FastText_kNN\Warriner5000\Warriner_5000_41_FastText_historicalVAD.tsv,0.7463,0.0,0.7468,0.0,0.3449,0.0315,0.6127
stable_words\FastText_kNN\Warriner5000\Warriner_5000_42_FastText_historicalVAD.tsv,0.8008,0.0,0.718,0.0,0.3967,0.0124,0.6385
stable_words\FastText_kNN\Warriner5000\Warriner_5000_43_FastText_historicalVAD.tsv,0.7776,0.0,0.7295,0.0,0.3792,0.0173,0.6288
stable_words\FastText_kNN\Warriner5000\Warriner_5000_44_FastText_historicalVAD.tsv,0.7849,0.0,0.6641,0.0,0.4162,0.0084,0.6217
stable_words\FastText_kNN\Warriner5000\Warriner_5000_45_FastText_historicalVAD.tsv,0.7537,0.0,0.6767,0.0,0.3427,0.0327,0.591
stable_words\FastText_kNN\Warriner5000\Warriner_5000_46_FastText_historicalVAD.tsv,0.8078,0.0,0.7074,0.0,0.4409,0.005,0.652
stable_words\FastText_kNN\Warriner5000\Warriner_5000_47_FastText_historicalVAD.tsv,0.7852,0.0,0.7056,0.0,0.3942,0.013,0.6284
stable_words\FastText_kNN\Warriner5000\Warriner_5000_48_FastText_historicalVAD.tsv,0.7844,0.0,0.7161,0.0,0.3471,0.0304,0.6158
stable_words\FastText_kNN\Warriner5000\Warriner_5000_49_FastText_historicalVAD.tsv,0.7448,0.0,0.6923,0.0,0.3096,0.0551,0.5823
stable_words\FastText_kNN\Warriner5000\Warriner_5000_4_FastText_historicalVAD.tsv,0.7556,0.0,0.7169,0.0,0.3882,0.0146,0.6202
stable_words\FastText_kNN\Warriner5000\Warriner_5000_50_FastText_historicalVAD.tsv,0.8178,0.0,0.6888,0.0,0.4724,0.0024,0.6596
stable_words\FastText_kNN\Warriner5000\Warriner_5000_5_FastText_historicalVAD.tsv,0.7224,0.0,0.6855,0.0,0.3277,0.0417,0.5785
stable_words\FastText_kNN\Warriner5000\Warriner_5000_6_FastText_historicalVAD.tsv,0.7211,0.0,0.7716,0.0,0.3969,0.0124,0.6299
stable_words\FastText_kNN\Warriner5000\Warriner_5000_7_FastText_historicalVAD.tsv,0.7076,0.0,0.6423,0.0,0.2792,0.0852,0.543
stable_words\FastText_kNN\Warriner5000\Warriner_5000_8_FastText_historicalVAD.tsv,0.7192,0.0,0.6661,0.0,0.1881,0.2516,0.5245
stable_words\FastText_kNN\Warriner5000\Warriner_5000_9_FastText_historicalVAD.tsv,0.7427,0.0,0.6985,0.0,0.2775,0.0872,0.5729
Mean,0.7581960000000001,0.0,0.7083220000000001,0.0,0.360464,0.033162,0.608996
