,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_25_FastText_historicalVAD.tsv,0.8356,0.0,0.4696,0.0029,0.4016,0.0124,0.5689
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_26_FastText_historicalVAD.tsv,0.8535,0.0,0.4808,0.0022,0.4274,0.0074,0.5872
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_27_FastText_historicalVAD.tsv,0.8552,0.0,0.4147,0.0096,0.3853,0.0169,0.5517
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_28_FastText_historicalVAD.tsv,0.8229,0.0,0.299,0.0682,0.4574,0.0039,0.5264
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_29_FastText_historicalVAD.tsv,0.8559,0.0,0.446,0.005,0.3438,0.0345,0.5486
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_2_FastText_historicalVAD.tsv,0.8479,0.0,0.4424,0.0054,0.4608,0.0036,0.5837
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_30_FastText_historicalVAD.tsv,0.8381,0.0,0.361,0.026,0.5141,0.001,0.5711
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_31_FastText_historicalVAD.tsv,0.8119,0.0,0.462,0.0035,0.3308,0.0425,0.5349
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_32_FastText_historicalVAD.tsv,0.8283,0.0,0.4533,0.0043,0.3082,0.0597,0.5299
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_33_FastText_historicalVAD.tsv,0.8812,0.0,0.5139,0.001,0.4443,0.0052,0.6131
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_34_FastText_historicalVAD.tsv,0.8393,0.0,0.478,0.0024,0.4343,0.0064,0.5839
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_35_FastText_historicalVAD.tsv,0.8448,0.0,0.4608,0.0036,0.3242,0.0471,0.5432
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_36_FastText_historicalVAD.tsv,0.8029,0.0,0.4312,0.0069,0.3681,0.023,0.5341
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_37_FastText_historicalVAD.tsv,0.8617,0.0,0.4031,0.0121,0.4952,0.0016,0.5867
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_38_FastText_historicalVAD.tsv,0.84,0.0,0.4427,0.0054,0.3393,0.0372,0.5407
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_39_FastText_historicalVAD.tsv,0.8066,0.0,0.3742,0.0207,0.1809,0.2771,0.4539
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_3_FastText_historicalVAD.tsv,0.8033,0.0,0.3934,0.0145,0.3706,0.022,0.5224
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_40_FastText_historicalVAD.tsv,0.8481,0.0,0.4788,0.0024,0.4794,0.0023,0.6021
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_41_FastText_historicalVAD.tsv,0.8986,0.0,0.4216,0.0084,0.3304,0.0427,0.5502
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_42_FastText_historicalVAD.tsv,0.8379,0.0,0.4232,0.0081,0.4556,0.004,0.5722
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_43_FastText_historicalVAD.tsv,0.8712,0.0,0.3257,0.046,0.3811,0.0182,0.526
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_44_FastText_historicalVAD.tsv,0.8407,0.0,0.3936,0.0145,0.3895,0.0157,0.5412
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_45_FastText_historicalVAD.tsv,0.8493,0.0,0.469,0.003,0.4415,0.0055,0.5866
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_46_FastText_historicalVAD.tsv,0.8316,0.0,0.4303,0.007,0.401,0.0126,0.5543
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_47_FastText_historicalVAD.tsv,0.8338,0.0,0.3989,0.0131,0.3561,0.0282,0.5296
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_48_FastText_historicalVAD.tsv,0.8533,0.0,0.4239,0.008,0.4679,0.0031,0.5817
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_49_FastText_historicalVAD.tsv,0.8411,0.0,0.3915,0.0151,0.3781,0.0192,0.5369
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_4_FastText_historicalVAD.tsv,0.8332,0.0,0.4332,0.0066,0.309,0.0591,0.5251
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_50_FastText_historicalVAD.tsv,0.8572,0.0,0.524,0.0007,0.4241,0.008,0.6018
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_5_FastText_historicalVAD.tsv,0.8317,0.0,0.4647,0.0033,0.4804,0.0023,0.5922
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_6_FastText_historicalVAD.tsv,0.8578,0.0,0.3831,0.0176,0.3626,0.0253,0.5345
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_7_FastText_historicalVAD.tsv,0.8237,0.0,0.4664,0.0032,0.3793,0.0189,0.5564
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_8_FastText_historicalVAD.tsv,0.8201,0.0,0.4082,0.011,0.429,0.0072,0.5525
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_9_FastText_historicalVAD.tsv,0.8372,0.0,0.4295,0.0071,0.3283,0.0442,0.5317
Mean,0.838592,0.0,0.42846000000000006,0.010864,0.3926699999999999,0.024830000000000005,0.553236
