,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_10_FastText_historicalVAD.tsv,0.8407,0.0,0.5146,0.0009,0.41,0.0106,0.5884
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_11_FastText_historicalVAD.tsv,0.8394,0.0,0.4288,0.0072,0.4563,0.004,0.5749
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_12_FastText_historicalVAD.tsv,0.8729,0.0,0.3725,0.0213,0.3362,0.039,0.5272
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_13_FastText_historicalVAD.tsv,0.8134,0.0,0.4322,0.0067,0.306,0.0617,0.5172
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_14_FastText_historicalVAD.tsv,0.857,0.0,0.3887,0.0159,0.4705,0.0029,0.5721
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_15_FastText_historicalVAD.tsv,0.8377,0.0,0.399,0.0131,0.3138,0.0551,0.5168
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_16_FastText_historicalVAD.tsv,0.8365,0.0,0.3853,0.0169,0.4029,0.0122,0.5415
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_17_FastText_historicalVAD.tsv,0.881,0.0,0.3857,0.0168,0.3864,0.0166,0.5511
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_18_FastText_historicalVAD.tsv,0.8261,0.0,0.4411,0.0056,0.3494,0.0316,0.5388
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_19_FastText_historicalVAD.tsv,0.8348,0.0,0.3876,0.0162,0.4119,0.0102,0.5448
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_1_FastText_historicalVAD.tsv,0.837,0.0,0.5113,0.001,0.3883,0.016,0.5789
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_20_FastText_historicalVAD.tsv,0.7994,0.0,0.4389,0.0058,0.4108,0.0104,0.5497
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_21_FastText_historicalVAD.tsv,0.7877,0.0,0.4725,0.0027,0.4156,0.0095,0.5586
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_22_FastText_historicalVAD.tsv,0.8631,0.0,0.3376,0.0382,0.38,0.0186,0.5269
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_23_FastText_historicalVAD.tsv,0.7991,0.0,0.4724,0.0027,0.3789,0.019,0.5501
stable_words\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_24_FastText_historicalVAD.tsv,0.8082,0.0,0.4631,0.0034,0.4369,0.0061,0.5694
