,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_47_SGNS_historicalVAD.tsv,0.883,0.0,0.4695,0.0029,0.5416,0.0004,0.6314
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_48_SGNS_historicalVAD.tsv,0.8947,0.0,0.4498,0.0046,0.519,0.0008,0.6212
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_49_SGNS_historicalVAD.tsv,0.8932,0.0,0.4712,0.0028,0.5405,0.0005,0.6349
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_4_SGNS_historicalVAD.tsv,0.882,0.0,0.4521,0.0044,0.5461,0.0004,0.6267
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_50_SGNS_historicalVAD.tsv,0.8854,0.0,0.4488,0.0047,0.5597,0.0003,0.6313
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_5_SGNS_historicalVAD.tsv,0.8802,0.0,0.4522,0.0044,0.5157,0.0009,0.616
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_6_SGNS_historicalVAD.tsv,0.8844,0.0,0.4658,0.0032,0.4959,0.0015,0.6154
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_7_SGNS_historicalVAD.tsv,0.8937,0.0,0.4413,0.0055,0.5497,0.0004,0.6282
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_8_SGNS_historicalVAD.tsv,0.8842,0.0,0.4898,0.0018,0.5541,0.0003,0.6427
stable_words\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_9_SGNS_historicalVAD.tsv,0.8909,0.0,0.4461,0.005,0.5694,0.0002,0.6355
Mean,0.887402,0.0,0.46685200000000004,0.003276,0.540582,0.0005300000000000001,0.6316100000000001
