,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_10_FastText_historicalVAD.tsv,0.8511,0.0,0.64,0.0,0.5477,0.0003,0.6796
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_11_FastText_historicalVAD.tsv,0.8617,0.0,0.5518,0.0003,0.5102,0.0009,0.6412
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_12_FastText_historicalVAD.tsv,0.845,0.0,0.5892,0.0001,0.5446,0.0003,0.6596
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_13_FastText_historicalVAD.tsv,0.8663,0.0,0.6227,0.0,0.546,0.0003,0.6783
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_14_FastText_historicalVAD.tsv,0.8785,0.0,0.5997,0.0001,0.5284,0.0005,0.6689
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_15_FastText_historicalVAD.tsv,0.8585,0.0,0.599,0.0001,0.5498,0.0003,0.6691
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_16_FastText_historicalVAD.tsv,0.8606,0.0,0.5986,0.0001,0.5257,0.0006,0.6616
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_17_FastText_historicalVAD.tsv,0.8488,0.0,0.6417,0.0,0.5712,0.0001,0.6872
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_18_FastText_historicalVAD.tsv,0.847,0.0,0.5928,0.0001,0.5108,0.0009,0.6502
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_19_FastText_historicalVAD.tsv,0.8497,0.0,0.5793,0.0001,0.5117,0.0009,0.6469
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_1_FastText_historicalVAD.tsv,0.8549,0.0,0.6413,0.0,0.5326,0.0005,0.6763
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_20_FastText_historicalVAD.tsv,0.8262,0.0,0.5972,0.0001,0.5059,0.001,0.6431
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_21_FastText_historicalVAD.tsv,0.8479,0.0,0.6251,0.0,0.5485,0.0003,0.6738
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_22_FastText_historicalVAD.tsv,0.8386,0.0,0.5898,0.0001,0.4922,0.0015,0.6402
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_23_FastText_historicalVAD.tsv,0.8471,0.0,0.6164,0.0,0.5506,0.0003,0.6714
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_24_FastText_historicalVAD.tsv,0.8755,0.0,0.5852,0.0001,0.5513,0.0003,0.6706
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_25_FastText_historicalVAD.tsv,0.8501,0.0,0.5806,0.0001,0.5409,0.0004,0.6572
