,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_26_FastText_historicalVAD.tsv,0.8345,0.0,0.6314,0.0,0.5153,0.0008,0.6604
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_27_FastText_historicalVAD.tsv,0.852,0.0,0.6041,0.0,0.5515,0.0003,0.6692
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_28_FastText_historicalVAD.tsv,0.8414,0.0,0.6167,0.0,0.5523,0.0003,0.6701
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_29_FastText_historicalVAD.tsv,0.8484,0.0,0.6359,0.0,0.5278,0.0006,0.6707
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_2_FastText_historicalVAD.tsv,0.868,0.0,0.5857,0.0001,0.515,0.0008,0.6562
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_30_FastText_historicalVAD.tsv,0.8605,0.0,0.5455,0.0003,0.5283,0.0005,0.6448
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_31_FastText_historicalVAD.tsv,0.8308,0.0,0.5645,0.0002,0.5012,0.0012,0.6322
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_32_FastText_historicalVAD.tsv,0.8353,0.0,0.6208,0.0,0.5383,0.0004,0.6648
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_33_FastText_historicalVAD.tsv,0.842,0.0,0.6333,0.0,0.4803,0.002,0.6519
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_34_FastText_historicalVAD.tsv,0.8451,0.0,0.6048,0.0,0.5636,0.0002,0.6712
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_35_FastText_historicalVAD.tsv,0.8294,0.0,0.6174,0.0,0.4734,0.0023,0.6401
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_36_FastText_historicalVAD.tsv,0.8386,0.0,0.5967,0.0001,0.456,0.0035,0.6304
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_37_FastText_historicalVAD.tsv,0.8701,0.0,0.6369,0.0,0.5288,0.0005,0.6786
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_38_FastText_historicalVAD.tsv,0.8613,0.0,0.5759,0.0001,0.5325,0.0005,0.6565
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_39_FastText_historicalVAD.tsv,0.8437,0.0,0.6187,0.0,0.5433,0.0004,0.6686
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_3_FastText_historicalVAD.tsv,0.8379,0.0,0.5314,0.0005,0.5378,0.0004,0.6357
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_40_FastText_historicalVAD.tsv,0.8453,0.0,0.6011,0.0001,0.4818,0.0019,0.6428
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_41_FastText_historicalVAD.tsv,0.8296,0.0,0.6509,0.0,0.4974,0.0013,0.6593
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_42_FastText_historicalVAD.tsv,0.8385,0.0,0.6364,0.0,0.4821,0.0019,0.6523
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_43_FastText_historicalVAD.tsv,0.8427,0.0,0.5585,0.0002,0.5219,0.0007,0.641
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_44_FastText_historicalVAD.tsv,0.833,0.0,0.5409,0.0004,0.5184,0.0007,0.6308
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_45_FastText_historicalVAD.tsv,0.869,0.0,0.6056,0.0,0.572,0.0001,0.6822
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_46_FastText_historicalVAD.tsv,0.8561,0.0,0.5955,0.0001,0.5461,0.0003,0.6659
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_47_FastText_historicalVAD.tsv,0.843,0.0,0.6401,0.0,0.545,0.0003,0.676
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_48_FastText_historicalVAD.tsv,0.86,0.0,0.6454,0.0,0.4641,0.0029,0.6565
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_49_FastText_historicalVAD.tsv,0.8382,0.0,0.6299,0.0,0.4851,0.0017,0.651
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_4_FastText_historicalVAD.tsv,0.8258,0.0,0.6246,0.0,0.5409,0.0004,0.6638
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_50_FastText_historicalVAD.tsv,0.8342,0.0,0.5708,0.0001,0.5426,0.0004,0.6492
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_5_FastText_historicalVAD.tsv,0.841,0.0,0.6093,0.0,0.5445,0.0003,0.6649
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_6_FastText_historicalVAD.tsv,0.8409,0.0,0.579,0.0001,0.4765,0.0022,0.6321
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_7_FastText_historicalVAD.tsv,0.8423,0.0,0.5992,0.0001,0.5341,0.0005,0.6585
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_8_FastText_historicalVAD.tsv,0.8509,0.0,0.6225,0.0,0.5275,0.0006,0.667
stable_words\FastText_LinearRegression\Warriner4000\Warriner_4000_9_FastText_historicalVAD.tsv,0.8699,0.0,0.6477,0.0,0.5796,0.0001,0.6991
Mean,0.8481380000000001,0.0,0.60455,7.400000000000001e-05,0.525462,0.0008080000000000001,0.6593800000000001
