,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_10_SGNS_historicalVAD.tsv,0.8726,0.0,0.652,0.0,0.5643,0.0002,0.6963
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_11_SGNS_historicalVAD.tsv,0.8726,0.0,0.6682,0.0,0.5667,0.0002,0.7025
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_12_SGNS_historicalVAD.tsv,0.8694,0.0,0.6533,0.0,0.5703,0.0002,0.6976
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_13_SGNS_historicalVAD.tsv,0.8671,0.0,0.6698,0.0,0.5587,0.0002,0.6985
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_14_SGNS_historicalVAD.tsv,0.8672,0.0,0.657,0.0,0.5592,0.0002,0.6944
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_15_SGNS_historicalVAD.tsv,0.8676,0.0,0.6562,0.0,0.5672,0.0002,0.697
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_16_SGNS_historicalVAD.tsv,0.8717,0.0,0.6665,0.0,0.5669,0.0002,0.7017
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_17_SGNS_historicalVAD.tsv,0.8669,0.0,0.66,0.0,0.5647,0.0002,0.6972
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_18_SGNS_historicalVAD.tsv,0.8714,0.0,0.6635,0.0,0.5704,0.0001,0.7018
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_19_SGNS_historicalVAD.tsv,0.8705,0.0,0.6737,0.0,0.577,0.0001,0.7071
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_1_SGNS_historicalVAD.tsv,0.8714,0.0,0.6708,0.0,0.5652,0.0002,0.7025
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_20_SGNS_historicalVAD.tsv,0.8729,0.0,0.6791,0.0,0.5743,0.0001,0.7088
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_21_SGNS_historicalVAD.tsv,0.8721,0.0,0.6508,0.0,0.5633,0.0002,0.6954
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_22_SGNS_historicalVAD.tsv,0.8699,0.0,0.6658,0.0,0.5635,0.0002,0.6997
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_23_SGNS_historicalVAD.tsv,0.8738,0.0,0.6573,0.0,0.5667,0.0002,0.6993
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_24_SGNS_historicalVAD.tsv,0.8711,0.0,0.6629,0.0,0.5642,0.0002,0.6994
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_25_SGNS_historicalVAD.tsv,0.8731,0.0,0.6676,0.0,0.5574,0.0002,0.6994
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_26_SGNS_historicalVAD.tsv,0.8698,0.0,0.6783,0.0,0.5622,0.0002,0.7034
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_27_SGNS_historicalVAD.tsv,0.873,0.0,0.6576,0.0,0.5657,0.0002,0.6988
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_28_SGNS_historicalVAD.tsv,0.8687,0.0,0.6429,0.0,0.5638,0.0002,0.6918
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_29_SGNS_historicalVAD.tsv,0.8694,0.0,0.6573,0.0,0.5692,0.0002,0.6986
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_2_SGNS_historicalVAD.tsv,0.8688,0.0,0.6761,0.0,0.5648,0.0002,0.7032
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_30_SGNS_historicalVAD.tsv,0.8743,0.0,0.6554,0.0,0.567,0.0002,0.6989
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_31_SGNS_historicalVAD.tsv,0.8678,0.0,0.6686,0.0,0.5614,0.0002,0.6993
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_32_SGNS_historicalVAD.tsv,0.8721,0.0,0.6519,0.0,0.5586,0.0002,0.6942
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_33_SGNS_historicalVAD.tsv,0.8712,0.0,0.6628,0.0,0.563,0.0002,0.699
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_34_SGNS_historicalVAD.tsv,0.8715,0.0,0.6739,0.0,0.5662,0.0002,0.7039
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_35_SGNS_historicalVAD.tsv,0.8721,0.0,0.6578,0.0,0.5726,0.0001,0.7008
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_36_SGNS_historicalVAD.tsv,0.8668,0.0,0.6583,0.0,0.5663,0.0002,0.6971
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_37_SGNS_historicalVAD.tsv,0.8749,0.0,0.6516,0.0,0.5624,0.0002,0.6963
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_38_SGNS_historicalVAD.tsv,0.8694,0.0,0.6444,0.0,0.5666,0.0002,0.6935
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_39_SGNS_historicalVAD.tsv,0.8726,0.0,0.6645,0.0,0.5605,0.0002,0.6992
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_3_SGNS_historicalVAD.tsv,0.8734,0.0,0.6551,0.0,0.5682,0.0002,0.6989
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_40_SGNS_historicalVAD.tsv,0.8748,0.0,0.6618,0.0,0.5636,0.0002,0.7001
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_41_SGNS_historicalVAD.tsv,0.8751,0.0,0.6626,0.0,0.5662,0.0002,0.7013
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_42_SGNS_historicalVAD.tsv,0.8707,0.0,0.6526,0.0,0.5666,0.0002,0.6966
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_43_SGNS_historicalVAD.tsv,0.8718,0.0,0.6578,0.0,0.5505,0.0003,0.6934
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_44_SGNS_historicalVAD.tsv,0.8737,0.0,0.6704,0.0,0.5644,0.0002,0.7028
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_45_SGNS_historicalVAD.tsv,0.8685,0.0,0.6669,0.0,0.5574,0.0002,0.6976
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_46_SGNS_historicalVAD.tsv,0.8691,0.0,0.662,0.0,0.563,0.0002,0.698
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_47_SGNS_historicalVAD.tsv,0.8727,0.0,0.6559,0.0,0.5609,0.0002,0.6965
