,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_48_SGNS_historicalVAD.tsv,0.8713,0.0,0.6678,0.0,0.5661,0.0002,0.7017
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_49_SGNS_historicalVAD.tsv,0.8713,0.0,0.6699,0.0,0.5695,0.0002,0.7036
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_4_SGNS_historicalVAD.tsv,0.8709,0.0,0.6798,0.0,0.5671,0.0002,0.7059
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_50_SGNS_historicalVAD.tsv,0.8692,0.0,0.6725,0.0,0.572,0.0001,0.7046
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_5_SGNS_historicalVAD.tsv,0.8714,0.0,0.6644,0.0,0.5634,0.0002,0.6998
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_6_SGNS_historicalVAD.tsv,0.8661,0.0,0.6713,0.0,0.5676,0.0002,0.7016
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_7_SGNS_historicalVAD.tsv,0.8674,0.0,0.6697,0.0,0.5631,0.0002,0.7001
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_8_SGNS_historicalVAD.tsv,0.8705,0.0,0.6587,0.0,0.567,0.0002,0.6987
stable_words\SGNS_LinearRegression\Warriner8000\Warriner_8000_9_SGNS_historicalVAD.tsv,0.8731,0.0,0.658,0.0,0.565,0.0002,0.6987
Mean,0.8708940000000002,0.0,0.6626620000000001,0.0,0.565038,0.000192,0.69953
