,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_10_FastText_historicalVAD.tsv,0.8665,0.0,0.4833,0.0021,0.3906,0.0153,0.5801
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_11_FastText_historicalVAD.tsv,0.8756,0.0,0.4815,0.0022,0.4253,0.0078,0.5941
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_12_FastText_historicalVAD.tsv,0.8766,0.0,0.4806,0.0023,0.4039,0.0119,0.587
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_13_FastText_historicalVAD.tsv,0.8738,0.0,0.4501,0.0046,0.3915,0.0151,0.5718
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_14_FastText_historicalVAD.tsv,0.873,0.0,0.4668,0.0031,0.4203,0.0086,0.5867
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_15_FastText_historicalVAD.tsv,0.8758,0.0,0.4805,0.0023,0.4128,0.01,0.5897
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_16_FastText_historicalVAD.tsv,0.8756,0.0,0.4723,0.0028,0.4548,0.0041,0.6009
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_17_FastText_historicalVAD.tsv,0.8681,0.0,0.4734,0.0027,0.4388,0.0059,0.5934
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_18_FastText_historicalVAD.tsv,0.8701,0.0,0.4883,0.0019,0.4214,0.0084,0.5933
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_19_FastText_historicalVAD.tsv,0.8743,0.0,0.4883,0.0019,0.412,0.0102,0.5915
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_1_FastText_historicalVAD.tsv,0.8805,0.0,0.465,0.0033,0.4271,0.0075,0.5909
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_20_FastText_historicalVAD.tsv,0.8666,0.0,0.4861,0.002,0.4069,0.0112,0.5865
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_21_FastText_historicalVAD.tsv,0.8743,0.0,0.4663,0.0032,0.4012,0.0126,0.5806
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_22_FastText_historicalVAD.tsv,0.8836,0.0,0.4689,0.003,0.4296,0.0071,0.594
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_23_FastText_historicalVAD.tsv,0.8683,0.0,0.4823,0.0022,0.4103,0.0105,0.587
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_24_FastText_historicalVAD.tsv,0.8814,0.0,0.4814,0.0022,0.4368,0.0061,0.5998
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_25_FastText_historicalVAD.tsv,0.8717,0.0,0.4865,0.002,0.4381,0.0059,0.5987
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_26_FastText_historicalVAD.tsv,0.8757,0.0,0.4566,0.004,0.411,0.0104,0.5811
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_27_FastText_historicalVAD.tsv,0.869,0.0,0.4512,0.0045,0.3939,0.0144,0.5713
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_28_FastText_historicalVAD.tsv,0.8682,0.0,0.4899,0.0018,0.409,0.0108,0.5891
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_29_FastText_historicalVAD.tsv,0.8639,0.0,0.4819,0.0022,0.3897,0.0156,0.5785
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_2_FastText_historicalVAD.tsv,0.8636,0.0,0.45,0.0046,0.3747,0.0205,0.5628
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_30_FastText_historicalVAD.tsv,0.871,0.0,0.4586,0.0038,0.4611,0.0036,0.5969
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_31_FastText_historicalVAD.tsv,0.8701,0.0,0.4627,0.0034,0.4141,0.0097,0.5823
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_32_FastText_historicalVAD.tsv,0.859,0.0,0.4713,0.0028,0.4228,0.0082,0.5843
