,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_38_FastText_historicalVAD.tsv,0.8708,0.0,0.5042,0.0012,0.4043,0.0118,0.5931
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_39_FastText_historicalVAD.tsv,0.8643,0.0,0.4721,0.0028,0.344,0.0344,0.5602
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_3_FastText_historicalVAD.tsv,0.8572,0.0,0.4475,0.0048,0.4106,0.0104,0.5718
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_40_FastText_historicalVAD.tsv,0.8425,0.0,0.4841,0.0021,0.4416,0.0055,0.5894
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_41_FastText_historicalVAD.tsv,0.875,0.0,0.458,0.0038,0.3999,0.0129,0.5776
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_42_FastText_historicalVAD.tsv,0.8585,0.0,0.4443,0.0052,0.3952,0.0141,0.566
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_43_FastText_historicalVAD.tsv,0.8567,0.0,0.4817,0.0022,0.3967,0.0137,0.5784
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_44_FastText_historicalVAD.tsv,0.8689,0.0,0.4798,0.0023,0.4066,0.0113,0.5851
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_45_FastText_historicalVAD.tsv,0.8761,0.0,0.4768,0.0025,0.3804,0.0185,0.5778
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_46_FastText_historicalVAD.tsv,0.8666,0.0,0.4795,0.0023,0.3608,0.0261,0.569
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_47_FastText_historicalVAD.tsv,0.8514,0.0,0.4649,0.0033,0.4179,0.009,0.5781
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_48_FastText_historicalVAD.tsv,0.8674,0.0,0.4494,0.0046,0.4783,0.0024,0.5984
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_49_FastText_historicalVAD.tsv,0.8522,0.0,0.4296,0.0071,0.3718,0.0215,0.5512
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_4_FastText_historicalVAD.tsv,0.8665,0.0,0.4803,0.0023,0.4008,0.0126,0.5825
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_50_FastText_historicalVAD.tsv,0.8536,0.0,0.4166,0.0093,0.4399,0.0057,0.57
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_5_FastText_historicalVAD.tsv,0.8666,0.0,0.4681,0.003,0.4444,0.0052,0.593
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_6_FastText_historicalVAD.tsv,0.8404,0.0,0.4039,0.0119,0.3696,0.0224,0.538
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_7_FastText_historicalVAD.tsv,0.8601,0.0,0.4329,0.0066,0.3896,0.0156,0.5608
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_8_FastText_historicalVAD.tsv,0.8624,0.0,0.462,0.0035,0.406,0.0114,0.5768
stable_words\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_9_FastText_historicalVAD.tsv,0.8632,0.0,0.4572,0.0039,0.4309,0.0069,0.5838
Mean,0.8630159999999999,0.0,0.46379,0.0038139999999999997,0.40779400000000005,0.012658,0.5782079999999999
