,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_10_SGNS_historicalVAD.tsv,0.8652,0.0,0.6582,0.0,0.5548,0.0002,0.6927
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_11_SGNS_historicalVAD.tsv,0.8713,0.0,0.6595,0.0,0.5598,0.0002,0.6969
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_12_SGNS_historicalVAD.tsv,0.876,0.0,0.6581,0.0,0.5826,0.0001,0.7056
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_13_SGNS_historicalVAD.tsv,0.8778,0.0,0.6416,0.0,0.563,0.0002,0.6941
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_14_SGNS_historicalVAD.tsv,0.8649,0.0,0.6446,0.0,0.5313,0.0005,0.6803
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_15_SGNS_historicalVAD.tsv,0.8836,0.0,0.6562,0.0,0.506,0.001,0.682
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_16_SGNS_historicalVAD.tsv,0.8746,0.0,0.6514,0.0,0.5862,0.0001,0.7041
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_17_SGNS_historicalVAD.tsv,0.8625,0.0,0.6278,0.0,0.5533,0.0003,0.6812
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_18_SGNS_historicalVAD.tsv,0.8737,0.0,0.6032,0.0,0.5535,0.0003,0.6768
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_19_SGNS_historicalVAD.tsv,0.8616,0.0,0.6194,0.0,0.5338,0.0005,0.6716
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_1_SGNS_historicalVAD.tsv,0.8698,0.0,0.6373,0.0,0.5494,0.0003,0.6855
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_20_SGNS_historicalVAD.tsv,0.8751,0.0,0.6601,0.0,0.5176,0.0007,0.6843
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_21_SGNS_historicalVAD.tsv,0.8641,0.0,0.6451,0.0,0.5764,0.0001,0.6952
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_22_SGNS_historicalVAD.tsv,0.8764,0.0,0.6659,0.0,0.5441,0.0003,0.6955
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_23_SGNS_historicalVAD.tsv,0.8725,0.0,0.5942,0.0001,0.5609,0.0002,0.6759
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_24_SGNS_historicalVAD.tsv,0.8876,0.0,0.6662,0.0,0.579,0.0001,0.7109
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_25_SGNS_historicalVAD.tsv,0.8583,0.0,0.6553,0.0,0.5517,0.0003,0.6885
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_26_SGNS_historicalVAD.tsv,0.8556,0.0,0.6562,0.0,0.5323,0.0005,0.6814
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_27_SGNS_historicalVAD.tsv,0.8652,0.0,0.6429,0.0,0.5305,0.0005,0.6795
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_28_SGNS_historicalVAD.tsv,0.8766,0.0,0.6612,0.0,0.5986,0.0001,0.7121
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_29_SGNS_historicalVAD.tsv,0.8788,0.0,0.6652,0.0,0.5907,0.0001,0.7116
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_2_SGNS_historicalVAD.tsv,0.8899,0.0,0.6317,0.0,0.5316,0.0005,0.6844
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_30_SGNS_historicalVAD.tsv,0.8751,0.0,0.6056,0.0,0.578,0.0001,0.6862
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_31_SGNS_historicalVAD.tsv,0.876,0.0,0.6291,0.0,0.5512,0.0003,0.6854
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_32_SGNS_historicalVAD.tsv,0.8707,0.0,0.6275,0.0,0.5779,0.0001,0.6921
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_33_SGNS_historicalVAD.tsv,0.8651,0.0,0.7016,0.0,0.5179,0.0007,0.6949
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_34_SGNS_historicalVAD.tsv,0.8608,0.0,0.6994,0.0,0.5842,0.0001,0.7148
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_35_SGNS_historicalVAD.tsv,0.8583,0.0,0.6845,0.0,0.5553,0.0002,0.6994
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_36_SGNS_historicalVAD.tsv,0.8544,0.0,0.6429,0.0,0.501,0.0012,0.6661
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_37_SGNS_historicalVAD.tsv,0.8781,0.0,0.6748,0.0,0.5578,0.0002,0.7036
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_38_SGNS_historicalVAD.tsv,0.8816,0.0,0.615,0.0,0.5687,0.0002,0.6884
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_39_SGNS_historicalVAD.tsv,0.8669,0.0,0.6842,0.0,0.5841,0.0001,0.7117
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_3_SGNS_historicalVAD.tsv,0.8534,0.0,0.608,0.0,0.5726,0.0001,0.678
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_40_SGNS_historicalVAD.tsv,0.8415,0.0,0.6279,0.0,0.5144,0.0008,0.6613
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_41_SGNS_historicalVAD.tsv,0.8407,0.0,0.6407,0.0,0.5398,0.0004,0.6737
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_42_SGNS_historicalVAD.tsv,0.875,0.0,0.6394,0.0,0.5614,0.0002,0.6919
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_43_SGNS_historicalVAD.tsv,0.8785,0.0,0.6473,0.0,0.5909,0.0001,0.7056
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_44_SGNS_historicalVAD.tsv,0.8705,0.0,0.6355,0.0,0.5614,0.0002,0.6891
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_45_SGNS_historicalVAD.tsv,0.8725,0.0,0.677,0.0,0.5554,0.0002,0.7016
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_46_SGNS_historicalVAD.tsv,0.874,0.0,0.6802,0.0,0.5611,0.0002,0.7051
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_47_SGNS_historicalVAD.tsv,0.858,0.0,0.6697,0.0,0.5376,0.0004,0.6884
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_48_SGNS_historicalVAD.tsv,0.8824,0.0,0.6635,0.0,0.5565,0.0002,0.7008
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_49_SGNS_historicalVAD.tsv,0.8816,0.0,0.5945,0.0001,0.5419,0.0004,0.6727
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_4_SGNS_historicalVAD.tsv,0.8699,0.0,0.6218,0.0,0.6071,0.0,0.6996
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_50_SGNS_historicalVAD.tsv,0.8812,0.0,0.6349,0.0,0.5668,0.0002,0.6943
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_5_SGNS_historicalVAD.tsv,0.8737,0.0,0.6099,0.0,0.5592,0.0002,0.6809
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_6_SGNS_historicalVAD.tsv,0.8675,0.0,0.6418,0.0,0.5301,0.0005,0.6798
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_7_SGNS_historicalVAD.tsv,0.8572,0.0,0.6517,0.0,0.5386,0.0004,0.6825
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_8_SGNS_historicalVAD.tsv,0.8725,0.0,0.6198,0.0,0.5798,0.0001,0.6907
stable_words\SGNS_LinearRegression\Warriner4000\Warriner_4000_9_SGNS_historicalVAD.tsv,0.87,0.0,0.6753,0.0,0.507,0.001,0.6841
Mean,0.869764,0.0,0.646096,4e-06,0.5548960000000001,0.00031800000000000003,0.690256
