,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_21_SGNS_historicalVAD.tsv,0.8849,0.0,0.4614,0.0036,0.5546,0.0003,0.6336
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_22_SGNS_historicalVAD.tsv,0.8844,0.0,0.4733,0.0027,0.531,0.0006,0.6296
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_23_SGNS_historicalVAD.tsv,0.8921,0.0,0.4679,0.0031,0.5299,0.0006,0.63
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_24_SGNS_historicalVAD.tsv,0.8889,0.0,0.4631,0.0034,0.5335,0.0006,0.6285
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_25_SGNS_historicalVAD.tsv,0.8854,0.0,0.46,0.0037,0.5159,0.0009,0.6204
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_26_SGNS_historicalVAD.tsv,0.8909,0.0,0.461,0.0036,0.5432,0.0004,0.6317
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_27_SGNS_historicalVAD.tsv,0.8933,0.0,0.4706,0.0029,0.5329,0.0006,0.6322
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_28_SGNS_historicalVAD.tsv,0.8929,0.0,0.4703,0.0029,0.5276,0.0007,0.6303
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_29_SGNS_historicalVAD.tsv,0.8898,0.0,0.4808,0.0022,0.5495,0.0004,0.64
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_2_SGNS_historicalVAD.tsv,0.8919,0.0,0.4604,0.0036,0.5532,0.0003,0.6352
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_30_SGNS_historicalVAD.tsv,0.8871,0.0,0.4818,0.0022,0.5754,0.0002,0.6481
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_31_SGNS_historicalVAD.tsv,0.886,0.0,0.4738,0.0027,0.5333,0.0006,0.631
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_32_SGNS_historicalVAD.tsv,0.8812,0.0,0.4627,0.0034,0.5504,0.0003,0.6314
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_33_SGNS_historicalVAD.tsv,0.887,0.0,0.4588,0.0038,0.5112,0.001,0.619
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_34_SGNS_historicalVAD.tsv,0.8885,0.0,0.4731,0.0027,0.5446,0.0004,0.6354
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_35_SGNS_historicalVAD.tsv,0.8863,0.0,0.4645,0.0033,0.5356,0.0005,0.6288
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_36_SGNS_historicalVAD.tsv,0.8942,0.0,0.4771,0.0025,0.5217,0.0008,0.631
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_37_SGNS_historicalVAD.tsv,0.889,0.0,0.4549,0.0041,0.5478,0.0004,0.6306
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_38_SGNS_historicalVAD.tsv,0.8837,0.0,0.4708,0.0029,0.5261,0.0007,0.6269
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_39_SGNS_historicalVAD.tsv,0.8848,0.0,0.4667,0.0031,0.5302,0.0006,0.6272
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_3_SGNS_historicalVAD.tsv,0.8854,0.0,0.475,0.0026,0.5289,0.0006,0.6298
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_40_SGNS_historicalVAD.tsv,0.8881,0.0,0.4679,0.0031,0.5401,0.0005,0.632
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_41_SGNS_historicalVAD.tsv,0.8967,0.0,0.4847,0.002,0.5283,0.0007,0.6366
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_42_SGNS_historicalVAD.tsv,0.8898,0.0,0.4853,0.002,0.5277,0.0007,0.6343
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_43_SGNS_historicalVAD.tsv,0.8866,0.0,0.4607,0.0036,0.5633,0.0002,0.6368
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_44_SGNS_historicalVAD.tsv,0.8959,0.0,0.4742,0.0026,0.5277,0.0007,0.6326
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_45_SGNS_historicalVAD.tsv,0.8917,0.0,0.4707,0.0029,0.561,0.0002,0.6412
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_46_SGNS_historicalVAD.tsv,0.8876,0.0,0.4373,0.006,0.5215,0.0008,0.6155
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_47_SGNS_historicalVAD.tsv,0.8918,0.0,0.4704,0.0029,0.5616,0.0002,0.6413
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_48_SGNS_historicalVAD.tsv,0.8853,0.0,0.4735,0.0027,0.5355,0.0005,0.6314
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_49_SGNS_historicalVAD.tsv,0.8921,0.0,0.4786,0.0024,0.5326,0.0006,0.6344
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_4_SGNS_historicalVAD.tsv,0.8909,0.0,0.4658,0.0032,0.5321,0.0006,0.6296
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_50_SGNS_historicalVAD.tsv,0.8785,0.0,0.4619,0.0035,0.5262,0.0007,0.6222
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_5_SGNS_historicalVAD.tsv,0.887,0.0,0.4625,0.0035,0.5263,0.0007,0.6253
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_6_SGNS_historicalVAD.tsv,0.8944,0.0,0.467,0.0031,0.5216,0.0008,0.6277
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_7_SGNS_historicalVAD.tsv,0.8904,0.0,0.47,0.0029,0.5612,0.0002,0.6405
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_8_SGNS_historicalVAD.tsv,0.8818,0.0,0.4522,0.0044,0.5318,0.0006,0.6219
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_9_SGNS_historicalVAD.tsv,0.8839,0.0,0.4757,0.0025,0.5602,0.0003,0.6399
Mean,0.888436,0.0,0.46754000000000007,0.003178,0.540458,0.0005020000000000001,0.632142
