,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_10_SGNS_historicalVAD.tsv,0.8928,0.0,0.458,0.0038,0.5655,0.0002,0.6388
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_11_SGNS_historicalVAD.tsv,0.8904,0.0,0.4705,0.0029,0.5841,0.0001,0.6483
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_12_SGNS_historicalVAD.tsv,0.8889,0.0,0.4532,0.0043,0.5459,0.0004,0.6293
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_13_SGNS_historicalVAD.tsv,0.896,0.0,0.4693,0.003,0.5451,0.0004,0.6368
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_14_SGNS_historicalVAD.tsv,0.8872,0.0,0.4745,0.0026,0.5688,0.0002,0.6435
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_15_SGNS_historicalVAD.tsv,0.8796,0.0,0.4613,0.0036,0.55,0.0003,0.6303
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_16_SGNS_historicalVAD.tsv,0.8914,0.0,0.4709,0.0028,0.5305,0.0006,0.6309
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_17_SGNS_historicalVAD.tsv,0.8907,0.0,0.4275,0.0074,0.5428,0.0004,0.6203
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_18_SGNS_historicalVAD.tsv,0.8859,0.0,0.4722,0.0028,0.5437,0.0004,0.6339
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_19_SGNS_historicalVAD.tsv,0.8891,0.0,0.4676,0.0031,0.5165,0.0009,0.6244
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_1_SGNS_historicalVAD.tsv,0.8887,0.0,0.474,0.0026,0.5499,0.0003,0.6375
stable_words\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_20_SGNS_historicalVAD.tsv,0.8809,0.0,0.4916,0.0017,0.5449,0.0004,0.6392
