,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_10_SGNS_historicalVAD.tsv,0.8711,0.0,0.6612,0.0,0.5664,0.0002,0.6996
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_11_SGNS_historicalVAD.tsv,0.8702,0.0,0.6508,0.0,0.5765,0.0001,0.6992
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_12_SGNS_historicalVAD.tsv,0.8667,0.0,0.6244,0.0,0.5788,0.0001,0.69
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_13_SGNS_historicalVAD.tsv,0.8584,0.0,0.6549,0.0,0.5638,0.0002,0.6923
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_14_SGNS_historicalVAD.tsv,0.8719,0.0,0.6389,0.0,0.5804,0.0001,0.6971
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_15_SGNS_historicalVAD.tsv,0.8766,0.0,0.6502,0.0,0.5637,0.0002,0.6968
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_16_SGNS_historicalVAD.tsv,0.8644,0.0,0.6705,0.0,0.5464,0.0003,0.6938
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_17_SGNS_historicalVAD.tsv,0.8689,0.0,0.6755,0.0,0.5839,0.0001,0.7094
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_18_SGNS_historicalVAD.tsv,0.8822,0.0,0.6616,0.0,0.559,0.0002,0.701
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_19_SGNS_historicalVAD.tsv,0.8748,0.0,0.6495,0.0,0.5613,0.0002,0.6952
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_1_SGNS_historicalVAD.tsv,0.8776,0.0,0.659,0.0,0.5534,0.0003,0.6967
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_20_SGNS_historicalVAD.tsv,0.8686,0.0,0.5992,0.0001,0.5797,0.0001,0.6825
stable_words\SGNS_LinearRegression\Warriner6000\Warriner_6000_21_SGNS_historicalVAD.tsv,0.8821,0.0,0.6554,0.0,0.5771,0.0001,0.7049
