,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_10_FastText_historicalVAD.tsv,0.8143,0.0,0.589,0.0001,0.5079,0.001,0.637
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_11_FastText_historicalVAD.tsv,0.8484,0.0,0.4641,0.0029,0.5431,0.0004,0.6185
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_12_FastText_historicalVAD.tsv,0.798,0.0,0.6127,0.0,0.4868,0.0017,0.6325
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_13_FastText_historicalVAD.tsv,0.7688,0.0,0.4761,0.0022,0.4389,0.0052,0.5613
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_14_FastText_historicalVAD.tsv,0.8642,0.0,0.5463,0.0003,0.5608,0.0002,0.6571
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_15_FastText_historicalVAD.tsv,0.7918,0.0,0.5948,0.0001,0.4681,0.0027,0.6182
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_16_FastText_historicalVAD.tsv,0.7974,0.0,0.5699,0.0002,0.4916,0.0015,0.6196
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_17_FastText_historicalVAD.tsv,0.8059,0.0,0.6059,0.0,0.444,0.0046,0.6186
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_18_FastText_historicalVAD.tsv,0.7878,0.0,0.4323,0.006,0.4609,0.0031,0.5603
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_19_FastText_historicalVAD.tsv,0.8346,0.0,0.6117,0.0,0.6198,0.0,0.6887
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_1_FastText_historicalVAD.tsv,0.8501,0.0,0.6552,0.0,0.44,0.0051,0.6484
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_20_FastText_historicalVAD.tsv,0.8429,0.0,0.5633,0.0002,0.5192,0.0007,0.6418
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_21_FastText_historicalVAD.tsv,0.8202,0.0,0.6895,0.0,0.5145,0.0008,0.6747
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_22_FastText_historicalVAD.tsv,0.8293,0.0,0.4399,0.0051,0.5208,0.0007,0.5966
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_23_FastText_historicalVAD.tsv,0.8574,0.0,0.4901,0.0015,0.5712,0.0001,0.6396
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_24_FastText_historicalVAD.tsv,0.8133,0.0,0.5376,0.0004,0.5571,0.0002,0.636
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_25_FastText_historicalVAD.tsv,0.8545,0.0,0.5516,0.0003,0.4801,0.002,0.6287
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_26_FastText_historicalVAD.tsv,0.8519,0.0,0.5355,0.0004,0.477,0.0021,0.6215
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_27_FastText_historicalVAD.tsv,0.8061,0.0,0.5844,0.0001,0.4831,0.0018,0.6245
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_28_FastText_historicalVAD.tsv,0.8419,0.0,0.6422,0.0,0.5068,0.001,0.6636
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_29_FastText_historicalVAD.tsv,0.8258,0.0,0.6268,0.0,0.5707,0.0001,0.6744
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_2_FastText_historicalVAD.tsv,0.8204,0.0,0.5339,0.0005,0.4807,0.0019,0.6117
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_30_FastText_historicalVAD.tsv,0.8553,0.0,0.5263,0.0006,0.5584,0.0002,0.6466
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_31_FastText_historicalVAD.tsv,0.8362,0.0,0.5159,0.0008,0.4554,0.0036,0.6025
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_32_FastText_historicalVAD.tsv,0.8609,0.0,0.5235,0.0006,0.5312,0.0005,0.6385
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_33_FastText_historicalVAD.tsv,0.8707,0.0,0.5012,0.0012,0.5661,0.0002,0.646
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_34_FastText_historicalVAD.tsv,0.8487,0.0,0.5221,0.0007,0.5199,0.0007,0.6302
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_35_FastText_historicalVAD.tsv,0.8469,0.0,0.5629,0.0002,0.4633,0.003,0.6244
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_36_FastText_historicalVAD.tsv,0.8015,0.0,0.5992,0.0001,0.3897,0.0142,0.5968
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_37_FastText_historicalVAD.tsv,0.8238,0.0,0.5899,0.0001,0.523,0.0006,0.6455
