,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_10_FastText_historicalVAD.tsv,0.8716,0.0,0.494,0.0016,0.4114,0.0103,0.5923
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_11_FastText_historicalVAD.tsv,0.8733,0.0,0.4506,0.0045,0.423,0.0081,0.5823
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_12_FastText_historicalVAD.tsv,0.8727,0.0,0.4772,0.0025,0.4169,0.0092,0.5889
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_13_FastText_historicalVAD.tsv,0.8697,0.0,0.4706,0.0029,0.403,0.0121,0.5811
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_14_FastText_historicalVAD.tsv,0.875,0.0,0.4726,0.0027,0.4244,0.0079,0.5907
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_15_FastText_historicalVAD.tsv,0.8767,0.0,0.4686,0.003,0.4289,0.0072,0.5914
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_16_FastText_historicalVAD.tsv,0.8771,0.0,0.4635,0.0034,0.4182,0.009,0.5863
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_17_FastText_historicalVAD.tsv,0.8759,0.0,0.4635,0.0034,0.4118,0.0102,0.5837
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_18_FastText_historicalVAD.tsv,0.8764,0.0,0.4711,0.0028,0.4066,0.0113,0.5847
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_19_FastText_historicalVAD.tsv,0.8752,0.0,0.4841,0.0021,0.4294,0.0071,0.5962
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_1_FastText_historicalVAD.tsv,0.8718,0.0,0.475,0.0026,0.419,0.0088,0.5886
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_20_FastText_historicalVAD.tsv,0.8722,0.0,0.4843,0.0021,0.4136,0.0098,0.59
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_21_FastText_historicalVAD.tsv,0.8785,0.0,0.4767,0.0025,0.4231,0.0081,0.5928
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_22_FastText_historicalVAD.tsv,0.8702,0.0,0.4676,0.0031,0.4038,0.0119,0.5805
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_23_FastText_historicalVAD.tsv,0.8728,0.0,0.4822,0.0022,0.411,0.0104,0.5887
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_24_FastText_historicalVAD.tsv,0.8662,0.0,0.469,0.003,0.4221,0.0083,0.5858
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_25_FastText_historicalVAD.tsv,0.8756,0.0,0.4653,0.0032,0.4067,0.0113,0.5826
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_26_FastText_historicalVAD.tsv,0.8713,0.0,0.4638,0.0034,0.4187,0.0089,0.5846
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_27_FastText_historicalVAD.tsv,0.8755,0.0,0.4713,0.0028,0.4075,0.0111,0.5848
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_28_FastText_historicalVAD.tsv,0.8703,0.0,0.4738,0.0027,0.4078,0.011,0.584
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_29_FastText_historicalVAD.tsv,0.8712,0.0,0.4818,0.0022,0.4125,0.0101,0.5885
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_2_FastText_historicalVAD.tsv,0.8696,0.0,0.484,0.0021,0.4099,0.0106,0.5878
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_30_FastText_historicalVAD.tsv,0.8742,0.0,0.4773,0.0024,0.411,0.0104,0.5875
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_31_FastText_historicalVAD.tsv,0.8711,0.0,0.4727,0.0027,0.4157,0.0095,0.5865
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_32_FastText_historicalVAD.tsv,0.8734,0.0,0.4634,0.0034,0.4216,0.0084,0.5861
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_33_FastText_historicalVAD.tsv,0.8718,0.0,0.4764,0.0025,0.4178,0.0091,0.5886
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_34_FastText_historicalVAD.tsv,0.8717,0.0,0.4681,0.003,0.4183,0.009,0.586
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_35_FastText_historicalVAD.tsv,0.8765,0.0,0.4679,0.0031,0.431,0.0069,0.5918
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_36_FastText_historicalVAD.tsv,0.8704,0.0,0.4867,0.0019,0.4137,0.0098,0.5903
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_37_FastText_historicalVAD.tsv,0.8729,0.0,0.4732,0.0027,0.4123,0.0101,0.5861
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_38_FastText_historicalVAD.tsv,0.8721,0.0,0.4793,0.0023,0.402,0.0124,0.5845
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_39_FastText_historicalVAD.tsv,0.8719,0.0,0.4514,0.0044,0.4257,0.0077,0.583
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_3_FastText_historicalVAD.tsv,0.8739,0.0,0.4816,0.0022,0.4137,0.0098,0.5897
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_40_FastText_historicalVAD.tsv,0.873,0.0,0.4716,0.0028,0.4045,0.0118,0.583
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_41_FastText_historicalVAD.tsv,0.8765,0.0,0.477,0.0025,0.4205,0.0086,0.5913
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_42_FastText_historicalVAD.tsv,0.8798,0.0,0.4833,0.0021,0.4271,0.0075,0.5967
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_43_FastText_historicalVAD.tsv,0.876,0.0,0.4846,0.002,0.421,0.0085,0.5938
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_44_FastText_historicalVAD.tsv,0.8772,0.0,0.4661,0.0032,0.4135,0.0099,0.5856
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_45_FastText_historicalVAD.tsv,0.8743,0.0,0.4746,0.0026,0.4324,0.0067,0.5938
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_46_FastText_historicalVAD.tsv,0.8752,0.0,0.4714,0.0028,0.4056,0.0115,0.5841
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_47_FastText_historicalVAD.tsv,0.8758,0.0,0.4788,0.0024,0.4219,0.0083,0.5922
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_48_FastText_historicalVAD.tsv,0.8725,0.0,0.4678,0.0031,0.4199,0.0087,0.5867
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_49_FastText_historicalVAD.tsv,0.8729,0.0,0.4988,0.0014,0.3994,0.013,0.5903
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_4_FastText_historicalVAD.tsv,0.878,0.0,0.4859,0.002,0.422,0.0083,0.5953
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_50_FastText_historicalVAD.tsv,0.8752,0.0,0.4701,0.0029,0.4214,0.0084,0.5889
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_5_FastText_historicalVAD.tsv,0.8717,0.0,0.4736,0.0027,0.4236,0.0081,0.5896
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_6_FastText_historicalVAD.tsv,0.8743,0.0,0.4769,0.0025,0.4162,0.0093,0.5891
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_7_FastText_historicalVAD.tsv,0.8749,0.0,0.4626,0.0034,0.4227,0.0082,0.5868
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_8_FastText_historicalVAD.tsv,0.874,0.0,0.4789,0.0024,0.4095,0.0107,0.5874
stable_words\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_9_FastText_historicalVAD.tsv,0.8683,0.0,0.4649,0.0033,0.4197,0.0087,0.5843
Mean,0.873566,0.0,0.47391,0.0027100000000000006,0.4162600000000001,0.009439999999999999,0.5879059999999999
