,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_10_SGNS_historicalVAD.tsv,0.8727,0.0,0.6417,0.0,0.5685,0.0002,0.6943
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_11_SGNS_historicalVAD.tsv,0.8669,0.0,0.6372,0.0,0.5547,0.0002,0.6863
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_12_SGNS_historicalVAD.tsv,0.8737,0.0,0.6504,0.0,0.5596,0.0002,0.6946
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_13_SGNS_historicalVAD.tsv,0.8723,0.0,0.6699,0.0,0.5761,0.0001,0.7061
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_14_SGNS_historicalVAD.tsv,0.871,0.0,0.6578,0.0,0.557,0.0002,0.6953
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_15_SGNS_historicalVAD.tsv,0.8726,0.0,0.6624,0.0,0.5648,0.0002,0.6999
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_16_SGNS_historicalVAD.tsv,0.8686,0.0,0.6501,0.0,0.5591,0.0002,0.6926
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_17_SGNS_historicalVAD.tsv,0.8793,0.0,0.6405,0.0,0.5696,0.0002,0.6964
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_18_SGNS_historicalVAD.tsv,0.8732,0.0,0.6483,0.0,0.5797,0.0001,0.7004
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_19_SGNS_historicalVAD.tsv,0.872,0.0,0.6907,0.0,0.5574,0.0002,0.7067
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_1_SGNS_historicalVAD.tsv,0.87,0.0,0.6657,0.0,0.5495,0.0003,0.6951
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_20_SGNS_historicalVAD.tsv,0.8579,0.0,0.6538,0.0,0.5491,0.0003,0.6869
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_21_SGNS_historicalVAD.tsv,0.863,0.0,0.6566,0.0,0.5727,0.0001,0.6974
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_22_SGNS_historicalVAD.tsv,0.873,0.0,0.6699,0.0,0.569,0.0002,0.704
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_23_SGNS_historicalVAD.tsv,0.8667,0.0,0.6642,0.0,0.5569,0.0002,0.6959
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_24_SGNS_historicalVAD.tsv,0.864,0.0,0.6397,0.0,0.5648,0.0002,0.6895
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_25_SGNS_historicalVAD.tsv,0.8673,0.0,0.65,0.0,0.5718,0.0001,0.6964
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_26_SGNS_historicalVAD.tsv,0.8718,0.0,0.6776,0.0,0.5591,0.0002,0.7028
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_27_SGNS_historicalVAD.tsv,0.8737,0.0,0.6708,0.0,0.5675,0.0002,0.704
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_28_SGNS_historicalVAD.tsv,0.8705,0.0,0.6382,0.0,0.5702,0.0002,0.6929
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_29_SGNS_historicalVAD.tsv,0.8748,0.0,0.6258,0.0,0.5662,0.0002,0.6889
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_2_SGNS_historicalVAD.tsv,0.8757,0.0,0.6519,0.0,0.5523,0.0003,0.6933
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_30_SGNS_historicalVAD.tsv,0.8644,0.0,0.6728,0.0,0.5532,0.0003,0.6968
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_31_SGNS_historicalVAD.tsv,0.87,0.0,0.6608,0.0,0.5671,0.0002,0.6993
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_32_SGNS_historicalVAD.tsv,0.8708,0.0,0.6483,0.0,0.5704,0.0002,0.6965
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_33_SGNS_historicalVAD.tsv,0.872,0.0,0.6602,0.0,0.5648,0.0002,0.699
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_34_SGNS_historicalVAD.tsv,0.8696,0.0,0.6496,0.0,0.552,0.0003,0.6904
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_35_SGNS_historicalVAD.tsv,0.8737,0.0,0.6753,0.0,0.5545,0.0002,0.7012
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_36_SGNS_historicalVAD.tsv,0.8715,0.0,0.6698,0.0,0.5478,0.0003,0.6964
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_37_SGNS_historicalVAD.tsv,0.8728,0.0,0.6752,0.0,0.5447,0.0003,0.6975
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_38_SGNS_historicalVAD.tsv,0.8721,0.0,0.6545,0.0,0.5552,0.0002,0.6939
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_39_SGNS_historicalVAD.tsv,0.8678,0.0,0.6619,0.0,0.5784,0.0001,0.7027
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_3_SGNS_historicalVAD.tsv,0.8743,0.0,0.6784,0.0,0.5677,0.0002,0.7068
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_40_SGNS_historicalVAD.tsv,0.8773,0.0,0.6516,0.0,0.5714,0.0001,0.7001
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_41_SGNS_historicalVAD.tsv,0.8745,0.0,0.6632,0.0,0.5641,0.0002,0.7006
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_42_SGNS_historicalVAD.tsv,0.8685,0.0,0.6729,0.0,0.5666,0.0002,0.7027
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_43_SGNS_historicalVAD.tsv,0.8721,0.0,0.6328,0.0,0.5648,0.0002,0.6899
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_44_SGNS_historicalVAD.tsv,0.8753,0.0,0.6728,0.0,0.5824,0.0001,0.7101
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_45_SGNS_historicalVAD.tsv,0.8691,0.0,0.6678,0.0,0.5664,0.0002,0.7011
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_46_SGNS_historicalVAD.tsv,0.8719,0.0,0.6845,0.0,0.5479,0.0003,0.7014
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_47_SGNS_historicalVAD.tsv,0.868,0.0,0.662,0.0,0.564,0.0002,0.698
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_48_SGNS_historicalVAD.tsv,0.8744,0.0,0.6604,0.0,0.5615,0.0002,0.6988
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_49_SGNS_historicalVAD.tsv,0.8685,0.0,0.6363,0.0,0.5537,0.0003,0.6862
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_4_SGNS_historicalVAD.tsv,0.8688,0.0,0.6375,0.0,0.5712,0.0001,0.6925
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_50_SGNS_historicalVAD.tsv,0.8694,0.0,0.6501,0.0,0.5755,0.0001,0.6983
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_5_SGNS_historicalVAD.tsv,0.8724,0.0,0.6477,0.0,0.577,0.0001,0.6991
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_6_SGNS_historicalVAD.tsv,0.873,0.0,0.6775,0.0,0.5551,0.0002,0.7019
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_7_SGNS_historicalVAD.tsv,0.8806,0.0,0.663,0.0,0.5752,0.0001,0.7063
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_8_SGNS_historicalVAD.tsv,0.876,0.0,0.6787,0.0,0.5543,0.0003,0.703
stable_words\SGNS_LinearRegression\Warriner7000\Warriner_7000_9_SGNS_historicalVAD.tsv,0.8669,0.0,0.6515,0.0,0.547,0.0003,0.6884
Mean,0.8711279999999999,0.0,0.6586059999999999,0.0,0.5629900000000001,0.0002,0.6975720000000001
